frame,emotion
dataset/S008/002/frames/0.jpg,5
dataset/S008/002/frames/1.jpg,5
dataset/S008/002/frames/2.jpg,5
dataset/S008/002/frames/3.jpg,5
dataset/S008/002/frames/4.jpg,5
dataset/S008/002/frames/5.jpg,5
dataset/S008/002/frames/6.jpg,5
dataset/S008/002/frames/7.jpg,5
dataset/S008/002/frames/10.jpg,5
dataset/S008/002/frames/11.jpg,5
dataset/S009/001/frames/0.jpg,5
dataset/S009/001/frames/1.jpg,5
dataset/S009/001/frames/2.jpg,5
dataset/S009/001/frames/3.jpg,5
dataset/S009/001/frames/4.jpg,5
dataset/S009/001/frames/5.jpg,5
dataset/S009/001/frames/6.jpg,5
dataset/S009/001/frames/7.jpg,5
dataset/S009/001/frames/8.jpg,5
dataset/S009/001/frames/9.jpg,5
dataset/S009/001/frames/10.jpg,5
dataset/S009/001/frames/11.jpg,5
dataset/S009/002/frames/0.jpg,5
dataset/S009/002/frames/1.jpg,5
dataset/S009/002/frames/2.jpg,5
dataset/S009/002/frames/3.jpg,5
dataset/S009/002/frames/4.jpg,5
dataset/S009/002/frames/5.jpg,5
dataset/S009/002/frames/6.jpg,5
dataset/S009/002/frames/7.jpg,5
dataset/S009/002/frames/8.jpg,5
dataset/S009/002/frames/9.jpg,5
dataset/S009/002/frames/10.jpg,5
dataset/S009/002/frames/11.jpg,5
dataset/S009/003/frames/0.jpg,5
dataset/S009/003/frames/1.jpg,5
dataset/S009/003/frames/2.jpg,5
dataset/S009/003/frames/4.jpg,5
dataset/S009/003/frames/5.jpg,5
dataset/S009/003/frames/6.jpg,5
dataset/S009/003/frames/7.jpg,5
dataset/S009/003/frames/8.jpg,5
dataset/S009/003/frames/9.jpg,5
dataset/S009/003/frames/10.jpg,5
dataset/S009/003/frames/11.jpg,5
dataset/S009/004/frames/0.jpg,7
dataset/S009/004/frames/1.jpg,7
dataset/S009/004/frames/2.jpg,7
dataset/S009/004/frames/3.jpg,7
dataset/S009/004/frames/4.jpg,7
dataset/S009/004/frames/5.jpg,7
dataset/S009/004/frames/6.jpg,7
dataset/S009/004/frames/7.jpg,7
dataset/S009/004/frames/8.jpg,7
dataset/S009/004/frames/9.jpg,7
dataset/S009/004/frames/10.jpg,7
dataset/S009/004/frames/11.jpg,7
dataset/S009/005/frames/0.jpg,3
dataset/S009/005/frames/1.jpg,3
dataset/S009/005/frames/2.jpg,3
dataset/S009/005/frames/3.jpg,3
dataset/S009/005/frames/4.jpg,3
dataset/S009/005/frames/5.jpg,3
dataset/S009/005/frames/6.jpg,3
dataset/S009/005/frames/7.jpg,3
dataset/S009/005/frames/8.jpg,3
dataset/S009/005/frames/9.jpg,3
dataset/S009/005/frames/10.jpg,3
dataset/S009/005/frames/11.jpg,3
dataset/S009/006/frames/0.jpg,5
dataset/S009/006/frames/1.jpg,5
dataset/S009/006/frames/2.jpg,5
dataset/S009/006/frames/3.jpg,5
dataset/S009/006/frames/4.jpg,5
dataset/S009/006/frames/6.jpg,5
dataset/S009/006/frames/7.jpg,5
dataset/S009/006/frames/8.jpg,5
dataset/S009/006/frames/9.jpg,5
dataset/S009/007/frames/0.jpg,0
dataset/S009/007/frames/1.jpg,0
dataset/S009/007/frames/2.jpg,0
dataset/S009/007/frames/3.jpg,0
dataset/S009/007/frames/4.jpg,0
dataset/S009/007/frames/5.jpg,0
dataset/S009/007/frames/6.jpg,0
dataset/S009/007/frames/7.jpg,0
dataset/S009/007/frames/8.jpg,0
dataset/S009/007/frames/9.jpg,0
dataset/S009/007/frames/10.jpg,0
dataset/S009/007/frames/11.jpg,0
dataset/S009/008/frames/0.jpg,5
dataset/S009/008/frames/1.jpg,5
dataset/S009/008/frames/2.jpg,5
dataset/S009/008/frames/3.jpg,5
dataset/S009/008/frames/4.jpg,5
dataset/S009/008/frames/5.jpg,5
dataset/S009/008/frames/6.jpg,5
dataset/S009/008/frames/7.jpg,5
dataset/S009/008/frames/8.jpg,5
dataset/S009/008/frames/9.jpg,5
dataset/S009/008/frames/10.jpg,5
dataset/S009/008/frames/11.jpg,5
dataset/S009/009/frames/0.jpg,3
dataset/S009/009/frames/1.jpg,3
dataset/S009/009/frames/2.jpg,3
dataset/S009/009/frames/3.jpg,3
dataset/S009/009/frames/4.jpg,3
dataset/S009/009/frames/5.jpg,3
dataset/S009/009/frames/6.jpg,3
dataset/S009/009/frames/7.jpg,3
dataset/S009/009/frames/8.jpg,3
dataset/S009/009/frames/9.jpg,3
dataset/S009/009/frames/10.jpg,3
dataset/S009/009/frames/11.jpg,3
dataset/S009/010/frames/0.jpg,5
dataset/S009/010/frames/1.jpg,5
dataset/S009/010/frames/2.jpg,5
dataset/S009/010/frames/3.jpg,5
dataset/S009/010/frames/4.jpg,5
dataset/S009/010/frames/5.jpg,5
dataset/S009/010/frames/6.jpg,5
dataset/S009/010/frames/7.jpg,5
dataset/S009/010/frames/8.jpg,5
dataset/S009/010/frames/9.jpg,5
dataset/S009/010/frames/10.jpg,5
dataset/S009/010/frames/11.jpg,5
dataset/S009/011/frames/0.jpg,5
dataset/S009/011/frames/1.jpg,5
dataset/S009/011/frames/2.jpg,5
dataset/S009/011/frames/3.jpg,5
dataset/S009/011/frames/4.jpg,5
dataset/S009/011/frames/5.jpg,5
dataset/S009/011/frames/6.jpg,5
dataset/S009/011/frames/7.jpg,5
dataset/S009/011/frames/8.jpg,5
dataset/S009/011/frames/9.jpg,5
dataset/S009/011/frames/10.jpg,5
dataset/S009/011/frames/11.jpg,5
dataset/S009/012/frames/0.jpg,1
dataset/S009/012/frames/1.jpg,1
dataset/S009/012/frames/2.jpg,1
dataset/S009/012/frames/3.jpg,1
dataset/S009/012/frames/4.jpg,1
dataset/S009/012/frames/5.jpg,1
dataset/S009/012/frames/6.jpg,1
dataset/S009/012/frames/7.jpg,1
dataset/S009/012/frames/8.jpg,1
dataset/S009/012/frames/9.jpg,1
dataset/S009/012/frames/10.jpg,1
dataset/S009/012/frames/11.jpg,1
dataset/S010/001/frames/0.jpg,6
dataset/S010/001/frames/1.jpg,6
dataset/S010/001/frames/2.jpg,6
dataset/S010/001/frames/3.jpg,6
dataset/S010/001/frames/5.jpg,6
dataset/S010/001/frames/6.jpg,6
dataset/S010/001/frames/7.jpg,6
dataset/S010/001/frames/8.jpg,6
dataset/S010/001/frames/9.jpg,6
dataset/S010/001/frames/10.jpg,6
dataset/S010/001/frames/11.jpg,6
dataset/S010/002/frames/0.jpg,6
dataset/S010/002/frames/1.jpg,6
dataset/S010/002/frames/2.jpg,6
dataset/S010/002/frames/3.jpg,6
dataset/S010/002/frames/4.jpg,6
dataset/S010/002/frames/5.jpg,6
dataset/S010/002/frames/6.jpg,6
dataset/S010/002/frames/7.jpg,6
dataset/S010/002/frames/8.jpg,6
dataset/S010/002/frames/9.jpg,6
dataset/S010/002/frames/10.jpg,6
dataset/S010/002/frames/11.jpg,6
dataset/S010/003/frames/0.jpg,1
dataset/S010/003/frames/1.jpg,1
dataset/S010/003/frames/2.jpg,1
dataset/S010/003/frames/3.jpg,1
dataset/S010/003/frames/4.jpg,1
dataset/S010/003/frames/5.jpg,1
dataset/S010/003/frames/6.jpg,1
dataset/S010/003/frames/7.jpg,1
dataset/S010/003/frames/8.jpg,1
dataset/S010/003/frames/9.jpg,1
dataset/S010/003/frames/10.jpg,1
dataset/S010/003/frames/11.jpg,1
dataset/S010/004/frames/0.jpg,1
dataset/S010/004/frames/1.jpg,1
dataset/S010/004/frames/2.jpg,1
dataset/S010/004/frames/3.jpg,1
dataset/S010/004/frames/4.jpg,1
dataset/S010/004/frames/5.jpg,1
dataset/S010/004/frames/6.jpg,1
dataset/S010/004/frames/7.jpg,1
dataset/S010/004/frames/8.jpg,1
dataset/S010/004/frames/9.jpg,1
dataset/S010/004/frames/10.jpg,1
dataset/S010/004/frames/11.jpg,1
dataset/S011/001/frames/0.jpg,7
dataset/S011/001/frames/1.jpg,7
dataset/S011/001/frames/2.jpg,7
dataset/S011/001/frames/3.jpg,7
dataset/S011/001/frames/4.jpg,7
dataset/S011/001/frames/5.jpg,7
dataset/S011/001/frames/6.jpg,7
dataset/S011/001/frames/7.jpg,7
dataset/S011/001/frames/8.jpg,7
dataset/S011/001/frames/9.jpg,7
dataset/S011/001/frames/10.jpg,7
dataset/S011/001/frames/11.jpg,7
dataset/S012/001/frames/0.jpg,1
dataset/S012/001/frames/1.jpg,1
dataset/S012/001/frames/2.jpg,1
dataset/S012/001/frames/3.jpg,1
dataset/S012/001/frames/4.jpg,1
dataset/S012/001/frames/5.jpg,1
dataset/S012/001/frames/6.jpg,1
dataset/S012/001/frames/7.jpg,1
dataset/S012/001/frames/8.jpg,1
dataset/S012/001/frames/9.jpg,1
dataset/S012/001/frames/10.jpg,1
dataset/S012/001/frames/11.jpg,1
dataset/S012/002/frames/0.jpg,1
dataset/S012/002/frames/1.jpg,1
dataset/S012/002/frames/2.jpg,1
dataset/S012/002/frames/3.jpg,1
dataset/S012/002/frames/4.jpg,1
dataset/S012/002/frames/5.jpg,1
dataset/S012/002/frames/6.jpg,1
dataset/S012/002/frames/7.jpg,1
dataset/S012/002/frames/8.jpg,1
dataset/S012/002/frames/9.jpg,1
dataset/S012/002/frames/10.jpg,1
dataset/S012/002/frames/11.jpg,1
dataset/S012/003/frames/0.jpg,7
dataset/S012/003/frames/1.jpg,7
dataset/S012/003/frames/2.jpg,7
dataset/S012/003/frames/3.jpg,7
dataset/S012/003/frames/4.jpg,7
dataset/S012/003/frames/5.jpg,7
dataset/S012/003/frames/6.jpg,7
dataset/S012/003/frames/7.jpg,7
dataset/S012/003/frames/8.jpg,7
dataset/S012/003/frames/9.jpg,7
dataset/S012/003/frames/10.jpg,7
dataset/S012/003/frames/11.jpg,7
dataset/S012/004/frames/0.jpg,6
dataset/S012/004/frames/1.jpg,6
dataset/S012/004/frames/2.jpg,6
dataset/S012/004/frames/3.jpg,6
dataset/S012/004/frames/4.jpg,6
dataset/S012/004/frames/5.jpg,6
dataset/S012/004/frames/6.jpg,6
dataset/S012/004/frames/7.jpg,6
dataset/S012/004/frames/8.jpg,6
dataset/S012/004/frames/9.jpg,6
dataset/S012/004/frames/10.jpg,6
dataset/S012/004/frames/11.jpg,6
dataset/S012/005/frames/0.jpg,6
dataset/S012/005/frames/1.jpg,6
dataset/S012/005/frames/2.jpg,6
dataset/S012/005/frames/3.jpg,6
dataset/S012/005/frames/4.jpg,6
dataset/S012/005/frames/5.jpg,6
dataset/S012/005/frames/6.jpg,6
dataset/S012/005/frames/7.jpg,6
dataset/S012/005/frames/8.jpg,6
dataset/S012/005/frames/9.jpg,6
dataset/S012/005/frames/10.jpg,6
dataset/S012/005/frames/11.jpg,6
dataset/S012/006/frames/0.jpg,6
dataset/S012/006/frames/1.jpg,6
dataset/S012/006/frames/2.jpg,6
dataset/S012/006/frames/3.jpg,6
dataset/S012/006/frames/4.jpg,6
dataset/S012/006/frames/5.jpg,6
dataset/S012/006/frames/6.jpg,6
dataset/S012/006/frames/7.jpg,6
dataset/S012/006/frames/8.jpg,6
dataset/S012/006/frames/9.jpg,6
dataset/S012/006/frames/10.jpg,6
dataset/S012/006/frames/11.jpg,6
dataset/S012/007/frames/0.jpg,7
dataset/S012/007/frames/1.jpg,7
dataset/S012/007/frames/2.jpg,7
dataset/S012/007/frames/3.jpg,7
dataset/S012/007/frames/4.jpg,7
dataset/S012/007/frames/5.jpg,7
dataset/S012/007/frames/6.jpg,7
dataset/S012/007/frames/7.jpg,7
dataset/S012/007/frames/8.jpg,7
dataset/S012/007/frames/9.jpg,7
dataset/S012/007/frames/10.jpg,7
dataset/S012/007/frames/11.jpg,7
dataset/S012/008/frames/0.jpg,5
dataset/S012/008/frames/1.jpg,5
dataset/S012/008/frames/2.jpg,5
dataset/S012/008/frames/3.jpg,5
dataset/S012/008/frames/8.jpg,5
dataset/S012/008/frames/9.jpg,5
dataset/S012/008/frames/11.jpg,5
dataset/S013/001/frames/0.jpg,3
dataset/S013/001/frames/1.jpg,3
dataset/S013/001/frames/2.jpg,3
dataset/S013/001/frames/3.jpg,3
dataset/S013/001/frames/4.jpg,3
dataset/S013/001/frames/5.jpg,3
dataset/S013/001/frames/6.jpg,3
dataset/S013/001/frames/7.jpg,3
dataset/S013/001/frames/8.jpg,3
dataset/S013/001/frames/9.jpg,3
dataset/S013/001/frames/10.jpg,3
dataset/S013/001/frames/11.jpg,3
dataset/S014/001/frames/0.jpg,7
dataset/S014/001/frames/1.jpg,7
dataset/S014/001/frames/2.jpg,7
dataset/S014/001/frames/3.jpg,7
dataset/S014/001/frames/4.jpg,7
dataset/S014/001/frames/5.jpg,7
dataset/S014/001/frames/6.jpg,7
dataset/S014/001/frames/7.jpg,7
dataset/S014/001/frames/8.jpg,7
dataset/S014/001/frames/9.jpg,7
dataset/S014/001/frames/10.jpg,7
dataset/S014/001/frames/11.jpg,7
dataset/S014/002/frames/0.jpg,7
dataset/S014/002/frames/1.jpg,7
dataset/S014/002/frames/2.jpg,7
dataset/S014/002/frames/3.jpg,7
dataset/S014/002/frames/4.jpg,7
dataset/S014/002/frames/5.jpg,7
dataset/S014/002/frames/6.jpg,7
dataset/S014/002/frames/7.jpg,7
dataset/S014/002/frames/8.jpg,7
dataset/S014/002/frames/9.jpg,7
dataset/S014/002/frames/10.jpg,7
dataset/S014/002/frames/11.jpg,7
dataset/S015/001/frames/0.jpg,5
dataset/S015/001/frames/1.jpg,5
dataset/S015/001/frames/2.jpg,5
dataset/S015/001/frames/3.jpg,5
dataset/S015/001/frames/4.jpg,5
dataset/S015/001/frames/5.jpg,5
dataset/S015/001/frames/6.jpg,5
dataset/S015/001/frames/7.jpg,5
dataset/S015/001/frames/8.jpg,5
dataset/S015/001/frames/9.jpg,5
dataset/S015/001/frames/10.jpg,5
dataset/S015/001/frames/11.jpg,5
dataset/S015/002/frames/0.jpg,7
dataset/S015/002/frames/1.jpg,7
dataset/S015/002/frames/2.jpg,7
dataset/S015/002/frames/3.jpg,7
dataset/S015/002/frames/4.jpg,7
dataset/S015/002/frames/5.jpg,7
dataset/S015/002/frames/6.jpg,7
dataset/S015/002/frames/7.jpg,7
dataset/S015/002/frames/8.jpg,7
dataset/S015/002/frames/9.jpg,7
dataset/S015/002/frames/10.jpg,7
dataset/S015/003/frames/0.jpg,3
dataset/S015/003/frames/1.jpg,3
dataset/S015/003/frames/2.jpg,3
dataset/S015/003/frames/3.jpg,3
dataset/S015/003/frames/4.jpg,3
dataset/S015/003/frames/5.jpg,3
dataset/S015/003/frames/6.jpg,3
dataset/S015/003/frames/7.jpg,3
dataset/S015/003/frames/8.jpg,3
dataset/S015/003/frames/9.jpg,3
dataset/S015/003/frames/10.jpg,3
dataset/S015/003/frames/11.jpg,3
dataset/S015/004/frames/0.jpg,6
dataset/S015/004/frames/1.jpg,6
dataset/S015/004/frames/2.jpg,6
dataset/S015/004/frames/3.jpg,6
dataset/S015/004/frames/4.jpg,6
dataset/S015/004/frames/5.jpg,6
dataset/S015/004/frames/6.jpg,6
dataset/S015/004/frames/7.jpg,6
dataset/S015/004/frames/9.jpg,6
dataset/S015/004/frames/10.jpg,6
dataset/S015/004/frames/11.jpg,6
dataset/S015/005/frames/0.jpg,4
dataset/S015/005/frames/1.jpg,4
dataset/S015/005/frames/2.jpg,4
dataset/S015/005/frames/3.jpg,4
dataset/S015/005/frames/4.jpg,4
dataset/S015/005/frames/6.jpg,4
dataset/S015/005/frames/7.jpg,4
dataset/S015/005/frames/8.jpg,4
dataset/S015/005/frames/9.jpg,4
dataset/S015/005/frames/10.jpg,4
dataset/S015/005/frames/11.jpg,4
dataset/S015/006/frames/0.jpg,2
dataset/S015/006/frames/1.jpg,2
dataset/S015/006/frames/2.jpg,2
dataset/S015/006/frames/3.jpg,2
dataset/S015/006/frames/4.jpg,2
dataset/S015/006/frames/5.jpg,2
dataset/S015/006/frames/6.jpg,2
dataset/S015/006/frames/8.jpg,2
dataset/S015/006/frames/9.jpg,2
dataset/S015/006/frames/10.jpg,2
dataset/S015/006/frames/11.jpg,2
dataset/S015/007/frames/0.jpg,3
dataset/S015/007/frames/1.jpg,3
dataset/S015/007/frames/2.jpg,3
dataset/S015/007/frames/3.jpg,3
dataset/S015/007/frames/4.jpg,3
dataset/S015/007/frames/5.jpg,3
dataset/S015/007/frames/6.jpg,3
dataset/S015/007/frames/7.jpg,3
dataset/S015/007/frames/8.jpg,3
dataset/S015/007/frames/9.jpg,3
dataset/S015/007/frames/10.jpg,3
dataset/S015/007/frames/11.jpg,3
dataset/S016/001/frames/0.jpg,2
dataset/S016/001/frames/1.jpg,2
dataset/S016/001/frames/2.jpg,2
dataset/S016/001/frames/4.jpg,2
dataset/S016/001/frames/5.jpg,2
dataset/S016/002/frames/0.jpg,5
dataset/S016/002/frames/1.jpg,5
dataset/S016/002/frames/2.jpg,5
dataset/S016/002/frames/3.jpg,5
dataset/S016/002/frames/4.jpg,5
dataset/S016/002/frames/5.jpg,5
dataset/S016/002/frames/6.jpg,5
dataset/S016/002/frames/7.jpg,5
dataset/S016/002/frames/8.jpg,5
dataset/S016/002/frames/9.jpg,5
dataset/S016/002/frames/10.jpg,5
dataset/S016/002/frames/11.jpg,5
dataset/S017/001/frames/0.jpg,2
dataset/S017/001/frames/1.jpg,2
dataset/S017/001/frames/2.jpg,2
dataset/S017/001/frames/3.jpg,2
dataset/S017/001/frames/4.jpg,2
dataset/S017/001/frames/5.jpg,2
dataset/S017/001/frames/6.jpg,2
dataset/S017/001/frames/7.jpg,2
dataset/S017/001/frames/8.jpg,2
dataset/S017/001/frames/9.jpg,2
dataset/S017/001/frames/10.jpg,2
dataset/S017/001/frames/11.jpg,2
dataset/S018/001/frames/0.jpg,1
dataset/S018/001/frames/1.jpg,1
dataset/S018/001/frames/2.jpg,1
dataset/S018/001/frames/3.jpg,1
dataset/S018/001/frames/4.jpg,1
dataset/S018/001/frames/5.jpg,1
dataset/S018/001/frames/6.jpg,1
dataset/S018/001/frames/7.jpg,1
dataset/S018/001/frames/8.jpg,1
dataset/S018/001/frames/9.jpg,1
dataset/S018/001/frames/10.jpg,1
dataset/S018/001/frames/11.jpg,1
dataset/S018/002/frames/0.jpg,1
dataset/S018/002/frames/1.jpg,1
dataset/S018/002/frames/2.jpg,1
dataset/S018/002/frames/3.jpg,1
dataset/S018/002/frames/4.jpg,1
dataset/S018/002/frames/5.jpg,1
dataset/S018/002/frames/6.jpg,1
dataset/S018/002/frames/7.jpg,1
dataset/S018/002/frames/8.jpg,1
dataset/S018/002/frames/9.jpg,1
dataset/S018/002/frames/10.jpg,1
dataset/S018/002/frames/11.jpg,1
dataset/S019/001/frames/2.jpg,6
dataset/S019/001/frames/3.jpg,6
dataset/S019/001/frames/4.jpg,6
dataset/S019/001/frames/5.jpg,6
dataset/S019/001/frames/6.jpg,6
dataset/S019/001/frames/7.jpg,6
dataset/S019/001/frames/8.jpg,6
dataset/S019/001/frames/9.jpg,6
dataset/S019/001/frames/10.jpg,6
dataset/S019/001/frames/11.jpg,6
dataset/S020/001/frames/0.jpg,0
dataset/S020/001/frames/1.jpg,0
dataset/S020/001/frames/2.jpg,0
dataset/S020/001/frames/3.jpg,0
dataset/S020/001/frames/4.jpg,0
dataset/S020/001/frames/5.jpg,0
dataset/S020/001/frames/6.jpg,0
dataset/S020/001/frames/7.jpg,0
dataset/S020/001/frames/8.jpg,0
dataset/S020/001/frames/9.jpg,0
dataset/S020/001/frames/10.jpg,0
dataset/S020/001/frames/11.jpg,0
dataset/S021/001/frames/0.jpg,5
dataset/S021/001/frames/1.jpg,5
dataset/S021/001/frames/2.jpg,5
dataset/S021/001/frames/3.jpg,5
dataset/S021/001/frames/4.jpg,5
dataset/S021/001/frames/5.jpg,5
dataset/S021/001/frames/6.jpg,5
dataset/S021/001/frames/7.jpg,5
dataset/S021/001/frames/8.jpg,5
dataset/S021/001/frames/9.jpg,5
dataset/S021/001/frames/10.jpg,5
dataset/S021/001/frames/11.jpg,5
dataset/S022/001/frames/0.jpg,3
dataset/S022/001/frames/1.jpg,3
dataset/S022/001/frames/2.jpg,3
dataset/S022/001/frames/3.jpg,3
dataset/S022/001/frames/4.jpg,3
dataset/S022/001/frames/5.jpg,3
dataset/S022/001/frames/6.jpg,3
dataset/S022/001/frames/7.jpg,3
dataset/S022/001/frames/8.jpg,3
dataset/S022/001/frames/9.jpg,3
dataset/S022/001/frames/10.jpg,3
dataset/S022/001/frames/11.jpg,3
dataset/S023/001/frames/0.jpg,1
dataset/S023/001/frames/1.jpg,1
dataset/S023/001/frames/2.jpg,1
dataset/S023/001/frames/3.jpg,1
dataset/S023/001/frames/4.jpg,1
dataset/S023/001/frames/5.jpg,1
dataset/S023/001/frames/6.jpg,1
dataset/S023/001/frames/7.jpg,1
dataset/S023/001/frames/8.jpg,1
dataset/S023/001/frames/9.jpg,1
dataset/S023/001/frames/10.jpg,1
dataset/S023/001/frames/11.jpg,1
dataset/S023/002/frames/0.jpg,0
dataset/S023/002/frames/1.jpg,0
dataset/S023/002/frames/2.jpg,0
dataset/S023/002/frames/3.jpg,0
dataset/S023/002/frames/4.jpg,0
dataset/S023/002/frames/5.jpg,0
dataset/S023/002/frames/6.jpg,0
dataset/S023/002/frames/7.jpg,0
dataset/S023/002/frames/8.jpg,0
dataset/S023/002/frames/9.jpg,0
dataset/S023/002/frames/10.jpg,0
dataset/S023/002/frames/11.jpg,0
dataset/S024/001/frames/0.jpg,1
dataset/S024/001/frames/1.jpg,1
dataset/S024/001/frames/2.jpg,1
dataset/S024/001/frames/3.jpg,1
dataset/S024/001/frames/4.jpg,1
dataset/S024/001/frames/5.jpg,1
dataset/S024/001/frames/6.jpg,1
dataset/S024/001/frames/7.jpg,1
dataset/S024/001/frames/8.jpg,1
dataset/S024/001/frames/9.jpg,1
dataset/S024/001/frames/10.jpg,1
dataset/S024/001/frames/11.jpg,1
dataset/S024/002/frames/0.jpg,1
dataset/S024/002/frames/1.jpg,1
dataset/S024/002/frames/2.jpg,1
dataset/S024/002/frames/3.jpg,1
dataset/S024/002/frames/4.jpg,1
dataset/S024/002/frames/5.jpg,1
dataset/S024/002/frames/6.jpg,1
dataset/S024/002/frames/7.jpg,1
dataset/S024/002/frames/8.jpg,1
dataset/S024/002/frames/9.jpg,1
dataset/S024/002/frames/10.jpg,1
dataset/S025/001/frames/0.jpg,5
dataset/S025/001/frames/1.jpg,5
dataset/S025/001/frames/2.jpg,5
dataset/S025/001/frames/3.jpg,5
dataset/S025/001/frames/4.jpg,5
dataset/S025/001/frames/5.jpg,5
dataset/S025/001/frames/6.jpg,5
dataset/S025/001/frames/7.jpg,5
dataset/S025/001/frames/8.jpg,5
dataset/S025/001/frames/9.jpg,5
dataset/S025/001/frames/10.jpg,5
dataset/S025/001/frames/11.jpg,5
dataset/S025/002/frames/0.jpg,4
dataset/S025/002/frames/1.jpg,4
dataset/S025/002/frames/2.jpg,4
dataset/S025/002/frames/3.jpg,4
dataset/S025/002/frames/4.jpg,4
dataset/S025/002/frames/5.jpg,4
dataset/S025/002/frames/6.jpg,4
dataset/S025/002/frames/7.jpg,4
dataset/S025/002/frames/8.jpg,4
dataset/S025/002/frames/9.jpg,4
dataset/S025/002/frames/10.jpg,4
dataset/S025/002/frames/11.jpg,4
dataset/S025/003/frames/0.jpg,4
dataset/S025/003/frames/1.jpg,4
dataset/S025/003/frames/2.jpg,4
dataset/S025/003/frames/3.jpg,4
dataset/S025/003/frames/4.jpg,4
dataset/S025/003/frames/5.jpg,4
dataset/S025/003/frames/6.jpg,4
dataset/S025/003/frames/7.jpg,4
dataset/S025/003/frames/8.jpg,4
